Sample in Buffer,Sample in Window,TRIGGER,cpu/inst[31:0],cpu/pc[31:0],cpu/clk,cpu/SI_Reset_N,cpu/lock,cpu/counter[26:0],cpu/IO_Switch[15:0],cpu/IO_LED[15:0],cpu/dbg_resetn_cpu,cpu/dbg_imem_we,cpu/dbg_imem_addr[31:0],cpu/dbg_imem_din[31:0],cpu/dbg_dmem_ce,cpu/wpcir,cpu/dbg_dmem_addr[31:0],cpu/dbg_dmem_din[31:0],cpu/dbg_halt_cpu,cpu/IO_7SEGEN_N[7:0],cpu/IO_7SEG_N[6:0],cpu/npc[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
582,582,0,00552823,00000024,0,1,1,0bc0289,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
583,583,0,ff5ff06f,00000028,1,1,1,0bc028a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
584,584,0,ff5ff06f,00000028,0,1,1,0bc028a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
585,585,0,00000000,00000018,1,1,1,0bc028b,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
586,586,0,00000000,00000018,0,1,1,0bc028b,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
587,587,0,0005a283,0000001c,1,1,1,0bc028c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
588,588,0,0005a283,0000001c,0,1,1,0bc028c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
589,589,0,00552023,00000020,1,1,1,0bc028d,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
590,590,0,00552023,00000020,0,1,1,0bc028d,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
591,591,0,00552023,00000020,1,1,1,0bc028e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
592,592,0,00552023,00000020,0,1,1,0bc028e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
593,593,0,00552823,00000024,1,1,1,0bc028f,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
594,594,0,00552823,00000024,0,1,1,0bc028f,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
595,595,0,ff5ff06f,00000028,1,1,1,0bc0290,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
596,596,0,ff5ff06f,00000028,0,1,1,0bc0290,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
597,597,0,00000000,00000018,1,1,1,0bc0291,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
598,598,0,00000000,00000018,0,1,1,0bc0291,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
599,599,0,0005a283,0000001c,1,1,1,0bc0292,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
600,600,0,0005a283,0000001c,0,1,1,0bc0292,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
601,601,0,00552023,00000020,1,1,1,0bc0293,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
602,602,0,00552023,00000020,0,1,1,0bc0293,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
603,603,0,00552023,00000020,1,1,1,0bc0294,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
604,604,0,00552023,00000020,0,1,1,0bc0294,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
605,605,0,00552823,00000024,1,1,1,0bc0295,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
606,606,0,00552823,00000024,0,1,1,0bc0295,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
607,607,0,ff5ff06f,00000028,1,1,1,0bc0296,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
608,608,0,ff5ff06f,00000028,0,1,1,0bc0296,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
609,609,0,00000000,00000018,1,1,1,0bc0297,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
610,610,0,00000000,00000018,0,1,1,0bc0297,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
611,611,0,0005a283,0000001c,1,1,1,0bc0298,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
612,612,0,0005a283,0000001c,0,1,1,0bc0298,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
613,613,0,00552023,00000020,1,1,1,0bc0299,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
614,614,0,00552023,00000020,0,1,1,0bc0299,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
615,615,0,00552023,00000020,1,1,1,0bc029a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
616,616,0,00552023,00000020,0,1,1,0bc029a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
617,617,0,00552823,00000024,1,1,1,0bc029b,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
618,618,0,00552823,00000024,0,1,1,0bc029b,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
619,619,0,ff5ff06f,00000028,1,1,1,0bc029c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
620,620,0,ff5ff06f,00000028,0,1,1,0bc029c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
621,621,0,00000000,00000018,1,1,1,0bc029d,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
622,622,0,00000000,00000018,0,1,1,0bc029d,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
623,623,0,0005a283,0000001c,1,1,1,0bc029e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
624,624,0,0005a283,0000001c,0,1,1,0bc029e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
625,625,0,00552023,00000020,1,1,1,0bc029f,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
626,626,0,00552023,00000020,0,1,1,0bc029f,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
627,627,0,00552023,00000020,1,1,1,0bc02a0,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
628,628,0,00552023,00000020,0,1,1,0bc02a0,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
629,629,0,00552823,00000024,1,1,1,0bc02a1,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
630,630,0,00552823,00000024,0,1,1,0bc02a1,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
631,631,0,ff5ff06f,00000028,1,1,1,0bc02a2,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
632,632,0,ff5ff06f,00000028,0,1,1,0bc02a2,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
633,633,0,00000000,00000018,1,1,1,0bc02a3,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
634,634,0,00000000,00000018,0,1,1,0bc02a3,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
635,635,0,0005a283,0000001c,1,1,1,0bc02a4,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
636,636,0,0005a283,0000001c,0,1,1,0bc02a4,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
637,637,0,00552023,00000020,1,1,1,0bc02a5,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
638,638,0,00552023,00000020,0,1,1,0bc02a5,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
639,639,0,00552023,00000020,1,1,1,0bc02a6,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
640,640,0,00552023,00000020,0,1,1,0bc02a6,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
641,641,0,00552823,00000024,1,1,1,0bc02a7,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
642,642,0,00552823,00000024,0,1,1,0bc02a7,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
643,643,0,ff5ff06f,00000028,1,1,1,0bc02a8,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
644,644,0,ff5ff06f,00000028,0,1,1,0bc02a8,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
645,645,0,00000000,00000018,1,1,1,0bc02a9,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
646,646,0,00000000,00000018,0,1,1,0bc02a9,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
647,647,0,0005a283,0000001c,1,1,1,0bc02aa,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
648,648,0,0005a283,0000001c,0,1,1,0bc02aa,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
649,649,0,00552023,00000020,1,1,1,0bc02ab,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
650,650,0,00552023,00000020,0,1,1,0bc02ab,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
651,651,0,00552023,00000020,1,1,1,0bc02ac,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
652,652,0,00552023,00000020,0,1,1,0bc02ac,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
653,653,0,00552823,00000024,1,1,1,0bc02ad,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
654,654,0,00552823,00000024,0,1,1,0bc02ad,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
655,655,0,ff5ff06f,00000028,1,1,1,0bc02ae,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
656,656,0,ff5ff06f,00000028,0,1,1,0bc02ae,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
657,657,0,00000000,00000018,1,1,1,0bc02af,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
658,658,0,00000000,00000018,0,1,1,0bc02af,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
659,659,0,0005a283,0000001c,1,1,1,0bc02b0,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
660,660,0,0005a283,0000001c,0,1,1,0bc02b0,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
661,661,0,00552023,00000020,1,1,1,0bc02b1,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
662,662,0,00552023,00000020,0,1,1,0bc02b1,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
663,663,0,00552023,00000020,1,1,1,0bc02b2,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
664,664,0,00552023,00000020,0,1,1,0bc02b2,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
665,665,0,00552823,00000024,1,1,1,0bc02b3,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
666,666,0,00552823,00000024,0,1,1,0bc02b3,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
667,667,0,ff5ff06f,00000028,1,1,1,0bc02b4,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
668,668,0,ff5ff06f,00000028,0,1,1,0bc02b4,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
669,669,0,00000000,00000018,1,1,1,0bc02b5,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
670,670,0,00000000,00000018,0,1,1,0bc02b5,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
671,671,0,0005a283,0000001c,1,1,1,0bc02b6,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
672,672,0,0005a283,0000001c,0,1,1,0bc02b6,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
673,673,0,00552023,00000020,1,1,1,0bc02b7,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
674,674,0,00552023,00000020,0,1,1,0bc02b7,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
675,675,0,00552023,00000020,1,1,1,0bc02b8,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
676,676,0,00552023,00000020,0,1,1,0bc02b8,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
677,677,0,00552823,00000024,1,1,1,0bc02b9,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
678,678,0,00552823,00000024,0,1,1,0bc02b9,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
679,679,0,ff5ff06f,00000028,1,1,1,0bc02ba,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
680,680,0,ff5ff06f,00000028,0,1,1,0bc02ba,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
681,681,0,00000000,00000018,1,1,1,0bc02bb,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
682,682,0,00000000,00000018,0,1,1,0bc02bb,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
683,683,0,0005a283,0000001c,1,1,1,0bc02bc,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
684,684,0,0005a283,0000001c,0,1,1,0bc02bc,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
685,685,0,00552023,00000020,1,1,1,0bc02bd,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
686,686,0,00552023,00000020,0,1,1,0bc02bd,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
687,687,0,00552023,00000020,1,1,1,0bc02be,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
688,688,0,00552023,00000020,0,1,1,0bc02be,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
689,689,0,00552823,00000024,1,1,1,0bc02bf,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
690,690,0,00552823,00000024,0,1,1,0bc02bf,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
691,691,0,ff5ff06f,00000028,1,1,1,0bc02c0,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
692,692,0,ff5ff06f,00000028,0,1,1,0bc02c0,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
693,693,0,00000000,00000018,1,1,1,0bc02c1,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
694,694,0,00000000,00000018,0,1,1,0bc02c1,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
695,695,0,0005a283,0000001c,1,1,1,0bc02c2,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
696,696,0,0005a283,0000001c,0,1,1,0bc02c2,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
697,697,0,00552023,00000020,1,1,1,0bc02c3,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
698,698,0,00552023,00000020,0,1,1,0bc02c3,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
699,699,0,00552023,00000020,1,1,1,0bc02c4,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
700,700,0,00552023,00000020,0,1,1,0bc02c4,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
701,701,0,00552823,00000024,1,1,1,0bc02c5,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
702,702,0,00552823,00000024,0,1,1,0bc02c5,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
703,703,0,ff5ff06f,00000028,1,1,1,0bc02c6,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
704,704,0,ff5ff06f,00000028,0,1,1,0bc02c6,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
705,705,0,00000000,00000018,1,1,1,0bc02c7,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
706,706,0,00000000,00000018,0,1,1,0bc02c7,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
707,707,0,0005a283,0000001c,1,1,1,0bc02c8,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
708,708,0,0005a283,0000001c,0,1,1,0bc02c8,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
709,709,0,00552023,00000020,1,1,1,0bc02c9,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
710,710,0,00552023,00000020,0,1,1,0bc02c9,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
711,711,0,00552023,00000020,1,1,1,0bc02ca,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
712,712,0,00552023,00000020,0,1,1,0bc02ca,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
713,713,0,00552823,00000024,1,1,1,0bc02cb,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
714,714,0,00552823,00000024,0,1,1,0bc02cb,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
715,715,0,ff5ff06f,00000028,1,1,1,0bc02cc,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
716,716,0,ff5ff06f,00000028,0,1,1,0bc02cc,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
717,717,0,00000000,00000018,1,1,1,0bc02cd,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
718,718,0,00000000,00000018,0,1,1,0bc02cd,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
719,719,0,0005a283,0000001c,1,1,1,0bc02ce,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
720,720,0,0005a283,0000001c,0,1,1,0bc02ce,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
721,721,0,00552023,00000020,1,1,1,0bc02cf,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
722,722,0,00552023,00000020,0,1,1,0bc02cf,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
723,723,0,00552023,00000020,1,1,1,0bc02d0,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
724,724,0,00552023,00000020,0,1,1,0bc02d0,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
725,725,0,00552823,00000024,1,1,1,0bc02d1,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
726,726,0,00552823,00000024,0,1,1,0bc02d1,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
727,727,0,ff5ff06f,00000028,1,1,1,0bc02d2,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
728,728,0,ff5ff06f,00000028,0,1,1,0bc02d2,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
729,729,0,00000000,00000018,1,1,1,0bc02d3,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
730,730,0,00000000,00000018,0,1,1,0bc02d3,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
731,731,0,0005a283,0000001c,1,1,1,0bc02d4,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
732,732,0,0005a283,0000001c,0,1,1,0bc02d4,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
733,733,0,00552023,00000020,1,1,1,0bc02d5,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
734,734,0,00552023,00000020,0,1,1,0bc02d5,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
735,735,0,00552023,00000020,1,1,1,0bc02d6,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
736,736,0,00552023,00000020,0,1,1,0bc02d6,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
737,737,0,00552823,00000024,1,1,1,0bc02d7,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
738,738,0,00552823,00000024,0,1,1,0bc02d7,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
739,739,0,ff5ff06f,00000028,1,1,1,0bc02d8,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
740,740,0,ff5ff06f,00000028,0,1,1,0bc02d8,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
741,741,0,00000000,00000018,1,1,1,0bc02d9,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
742,742,0,00000000,00000018,0,1,1,0bc02d9,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
743,743,0,0005a283,0000001c,1,1,1,0bc02da,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
744,744,0,0005a283,0000001c,0,1,1,0bc02da,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
745,745,0,00552023,00000020,1,1,1,0bc02db,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
746,746,0,00552023,00000020,0,1,1,0bc02db,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
747,747,0,00552023,00000020,1,1,1,0bc02dc,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
748,748,0,00552023,00000020,0,1,1,0bc02dc,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
749,749,0,00552823,00000024,1,1,1,0bc02dd,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
750,750,0,00552823,00000024,0,1,1,0bc02dd,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
751,751,0,ff5ff06f,00000028,1,1,1,0bc02de,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
752,752,0,ff5ff06f,00000028,0,1,1,0bc02de,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
753,753,0,00000000,00000018,1,1,1,0bc02df,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
754,754,0,00000000,00000018,0,1,1,0bc02df,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
755,755,0,0005a283,0000001c,1,1,1,0bc02e0,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
756,756,0,0005a283,0000001c,0,1,1,0bc02e0,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
757,757,0,00552023,00000020,1,1,1,0bc02e1,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
758,758,0,00552023,00000020,0,1,1,0bc02e1,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
759,759,0,00552023,00000020,1,1,1,0bc02e2,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
760,760,0,00552023,00000020,0,1,1,0bc02e2,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
761,761,0,00552823,00000024,1,1,1,0bc02e3,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
762,762,0,00552823,00000024,0,1,1,0bc02e3,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
763,763,0,ff5ff06f,00000028,1,1,1,0bc02e4,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
764,764,0,ff5ff06f,00000028,0,1,1,0bc02e4,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
765,765,0,00000000,00000018,1,1,1,0bc02e5,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
766,766,0,00000000,00000018,0,1,1,0bc02e5,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
767,767,0,0005a283,0000001c,1,1,1,0bc02e6,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
768,768,0,0005a283,0000001c,0,1,1,0bc02e6,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
769,769,0,00552023,00000020,1,1,1,0bc02e7,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
770,770,0,00552023,00000020,0,1,1,0bc02e7,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
771,771,0,00552023,00000020,1,1,1,0bc02e8,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
772,772,0,00552023,00000020,0,1,1,0bc02e8,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
773,773,0,00552823,00000024,1,1,1,0bc02e9,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
774,774,0,00552823,00000024,0,1,1,0bc02e9,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
775,775,0,ff5ff06f,00000028,1,1,1,0bc02ea,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
776,776,0,ff5ff06f,00000028,0,1,1,0bc02ea,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
777,777,0,00000000,00000018,1,1,1,0bc02eb,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
778,778,0,00000000,00000018,0,1,1,0bc02eb,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
